city,state,price,amount,quality,date,ppg,state.name,lat,lon
Tucson,AZ,80,5,medium,3/18/11,16,Arizona,32.170277,-110.96354
West Hartford,CT,44,7.075,medium,3/18/11,6.22,Connecticut,NA,NA
Albany,NY,175,14.15,medium,3/19/11,12.37,New York,42.614852,-73.970812
Baytown,TX,90,7.075,high,3/19/11,12.72,Texas,29.7722895,-94.959885
Bella Vista,AR,150,5,high,3/19/11,30,Arkansas,36.465304,-94.275785
Bellingham,WA,40,3.54,low,3/19/11,11.3,Washington,48.759079,-122.435478
Billings,MT,350,28.3,high,3/19/11,12.37,Montana,45.978288,-108.194508
Brooksville,FL,30,7.075,high,3/19/11,4.24,Florida,28.555346,-82.422554
Carmel,CA,45,5,medium,3/19/11,9,California,36.543261,-121.9212
Cleveland,OH,40,7.075,medium,3/19/11,5.65,Ohio,41.526151,-81.672797
College Park,MD,125,5,high,3/19/11,25,Maryland,38.833563,-76.877743
Crawfordsville,IN,20,3.54,low,3/19/11,5.65,Indiana,40.040014,-86.893614
Elberton,GA,25,3.54,medium,3/19/11,7.06,Georgia,34.119972,-82.825
Eugene,OR,40,3.54,high,3/19/11,11.3,Oregon,44.06092,-123.08275
Frederick,MD,350,28.3,high,3/19/11,12.37,Maryland,39.437639,-77.392139
Fullerton,CA,250,28.3,medium,3/19/11,8.83,California,33.754708,-117.831346
Gainesville,FL,250,28.3,high,3/19/11,8.83,Florida,29.681312,-82.353862
Hanover,PA,50,7.075,medium,3/19/11,7.07,Pennsylvania,39.8,-76.97727
Kissimmee,FL,50,5,low,3/19/11,10,Florida,28.287883,-81.42159
Lawrence,KS,120,7.075,high,3/19/11,16.96,Kansas,38.952526,-95.275623
Lorain,OH,60,3.54,medium,3/19/11,16.95,Ohio,41.435642,-82.1691
Macomb,IL,50,3.54,medium,3/19/11,14.12,Illinois,40.456986,-90.6681
Midland,MI,100,5,high,3/19/11,20,Michigan,43.637471,-84.27234
New York,NY,40,3.54,medium,3/19/11,11.3,New York,40.780751,-73.977182
Northampton,MA,60,3.54,medium,3/19/11,16.95,Massachusetts,42.324539,-72.63599
Orlando,FL,60,3.54,high,3/19/11,16.95,Florida,28.5538035,-81.260818
Portland,OR,270,28.3,high,3/19/11,9.54,Oregon,45.546205,-122.59418
Potomac,MD,100,5,high,3/19/11,20,Maryland,39.0895035,-77.2037835
Reading,PA,15,3.54,medium,3/19/11,4.24,Pennsylvania,40.335023,-75.94215
Redding,CA,25,3.54,high,3/19/11,7.06,California,40.641389,-122.34206
Rochester,NY,325,28.3,high,3/19/11,11.48,New York,43.223213,-77.68132
San Bernardino,CA,69,7.075,high,3/19/11,9.75,California,34.839964,-115.967051
San Francisco,CA,100,14.15,medium,3/19/11,7.07,California,37.784827,-122.727802
Stillwater,OK,375,28.3,high,3/19/11,13.25,Oklahoma,36.093665,-97.055141
Van Nuys,CA,20,3.54,medium,3/19/11,5.65,California,33.786594,-118.298662
Willow Grove,PA,60,3.54,high,3/19/11,16.95,Pennsylvania,40.145859,-75.1216
Worcester,MA,420,28.3,high,3/19/11,14.84,Massachusetts,42.279451,-71.82562
West Hartford,CT,100,5,high,3/19/11,20,Connecticut,NA,NA
Arlington,VA,60,3.54,high,3/20/11,16.95,Virginia,38.880811,-77.11295
Asheville,NC,100,3.54,high,3/20/11,28.25,North Carolina,35.599363,-82.528558
Baldwinsville,NY,100,5,high,3/20/11,20,New York,43.165134,-76.33901
Clinton Township,MI,100,28.3,high,3/20/11,3.53,Michigan,42.587117,-82.90786
Columbia,MO,300,28.3,high,3/20/11,10.6,Missouri,38.926021,-92.29518
Daphne,AL,20,5,medium,3/20/11,4,Alabama,30.620594,-87.88312
Dekalb,IL,50,3.54,high,3/20/11,14.12,Illinois,41.924127,-88.74617
Demarest,NJ,65,3.54,high,3/20/11,18.36,New Jersey,40.955603,-73.96044
Fond Du Lac,WI,60,3.54,high,3/20/11,16.95,Wisconsin,43.769889,-88.48704
Fort Lauderdale,FL,30,5,medium,3/20/11,6,Florida,26.145724,-80.260071
Goldsboro,NC,70,3.54,high,3/20/11,19.77,North Carolina,35.377069,-78.00893
Guilford,CT,60,3.54,high,3/20/11,16.95,Connecticut,41.31353,-72.69791
Houston,TX,400,28.3,high,3/20/11,14.13,Texas,29.83399,-95.434241
Ipswich,MA,380,28.3,high,3/20/11,13.43,Massachusetts,42.682965,-70.84007
Jacksonville,FL,50,3.54,high,3/20/11,14.12,Florida,30.33453,-81.6824235
Jefferson,GA,20,15,high,3/20/11,1.33,Georgia,34.112581,-83.58251
Johnson City,TN,380,28.3,high,3/20/11,13.43,Tennessee,36.314214,-82.381996
Jonesborough,TN,120,28.3,medium,3/20/11,4.24,Tennessee,36.293805,-82.49704
London,OH,30,3.54,medium,3/20/11,8.47,Ohio,39.892676,-83.43643
Longwood,FL,35,3.54,medium,3/20/11,9.89,Florida,28.724813,-81.28856
Los Angeles,CA,60,14.15,high,3/20/11,4.24,California,34.001115,-118.298662
Madison,WI,50,3.54,medium,3/20/11,14.12,Wisconsin,43.06956,-89.423861
Mchenry,IL,60,3.54,medium,3/20/11,16.95,Illinois,42.3365835,-88.3500855
Portland,OR,80,7.075,high,3/20/11,11.31,Oregon,45.546205,-122.59418
Portsmouth,VA,100,28.3,high,3/20/11,3.53,Virginia,36.8408885,-76.3504325
Raleigh,NC,100,5,low,3/20/11,20,North Carolina,35.797692,-78.625265
Rochester,MI,60,3.54,high,3/20/11,16.95,Michigan,42.6625125,-83.148633
Saginaw,MI,30,7.075,medium,3/20/11,4.24,Michigan,43.423925,-84.01177
Saint Louis,MO,50,3.54,high,3/20/11,14.12,Missouri,38.6531,-90.253045
Saint Simons Island,GA,120,28.3,medium,3/20/11,4.24,Georgia,31.176516,-81.3802
Santa Maria,CA,10,5,low,3/20/11,2,California,34.900809,-120.42806
Sarasota,FL,50,20,medium,3/20/11,2.5,Florida,27.321313,-82.51506
Sterling Heights,MI,75,5,high,3/20/11,15,Michigan,42.598734,-83.00446
Troy,MI,340,28.3,high,3/20/11,12.01,Michigan,42.587643,-83.15235
Alabaster,AL,110,28.3,medium,3/21/11,3.89,Alabama,33.232422,-86.80871
Amherst,MA,50,7.075,high,3/21/11,7.07,Massachusetts,42.377651,-72.513183
Atlanta,GA,120,7.075,high,3/21/11,16.96,Georgia,33.844371,-84.47405
Augusta,GA,60,3.54,medium,3/21/11,16.95,Georgia,33.386041,-82.090996
Bellevue,WA,180,28.3,medium,3/21/11,6.36,Washington,47.6100785,-122.1406165
Blacksburg,VA,60,3.54,medium,3/21/11,16.95,Virginia,37.176671,-80.395698
Brooklyn,NY,360,28.3,high,3/21/11,12.72,New York,40.645099,-73.945032
Cabot,AR,420,28.3,high,3/21/11,14.84,Arkansas,34.967043,-92.03537
Canterbury,NH,80,5,high,3/21/11,16,New Hampshire,43.346137,-71.54434
Charlotte,NC,400,28.3,high,3/21/11,14.13,North Carolina,35.26002,-80.804151
Cohasset,MA,20,5,medium,3/21/11,4,Massachusetts,42.241908,-70.81223
Columbus,OH,25,7.075,medium,3/21/11,3.53,Ohio,39.969036,-83.011389
Cooper,TX,80,28.3,medium,3/21/11,2.83,Texas,33.377005,-95.68573
East Providence,RI,315,28.3,high,3/21/11,11.13,Rhode Island,41.8124,-71.36834
Elkhart,IN,350,28.3,high,3/21/11,12.37,Indiana,41.661699,-85.964835
Freehold,NJ,55,3.54,medium,3/21/11,15.54,New Jersey,40.241036,-74.27629
Geneseo,NY,210,14.15,high,3/21/11,14.84,New York,42.816486,-77.746368
Grafton,WI,100,7.075,high,3/21/11,14.13,Wisconsin,43.32546,-87.94573
Greeley,CO,35,3.54,high,3/21/11,9.89,Colorado,40.407853,-104.70172
Huntington Station,NY,60,3.54,high,3/21/11,16.95,New York,40.872012,-73.006304
Leominster,MA,100,5,high,3/21/11,20,Massachusetts,42.526523,-71.75358
Louisville,KY,140,28.3,medium,3/21/11,4.95,Kentucky,38.188962,-85.676819
Loveland,CO,40,3.54,high,3/21/11,11.3,Colorado,40.38636,-105.10349
Minnetonka,MN,100,5,medium,3/21/11,20,Minnesota,44.915413,-93.48443
Naples,FL,50,3.54,high,3/21/11,14.12,Florida,26.180962,-81.73386
Nashua,NH,400,28.3,high,3/21/11,14.13,New Hampshire,42.760363,-71.48272
New Castle,PA,10,5,medium,3/21/11,2,Pennsylvania,40.989662,-80.317923
Omaha,NE,30,10,high,3/21/11,3,Nebraska,41.291736,-96.118065
Pacifica,CA,30,28.3,high,3/21/11,1.06,California,37.497475,-122.4085575
Phoenix,AZ,225,28.3,high,3/21/11,7.95,Arizona,33.3841145,-112.18717
Puyallup,WA,220,28.3,high,3/21/11,7.77,Washington,47.147862,-122.31577
Reading,PA,110,7.075,high,3/21/11,15.55,Pennsylvania,40.335023,-75.94215
Reseda,CA,250,28.3,high,3/21/11,8.83,California,33.993349,-118.419826
Richmond,VA,150,5,low,3/21/11,30,Virginia,37.524246,-77.493157
Rio Rancho,NM,320,28.3,medium,3/21/11,11.31,New Mexico,35.290647,-106.672872
San Francisco,CA,40,3.54,medium,3/21/11,11.3,California,37.784827,-122.727802
Silver City,NM,350,28.3,high,3/21/11,12.37,New Mexico,32.728993,-108.2199955
South River,NJ,325,28.3,high,3/21/11,11.48,New Jersey,40.437506,-74.399567
Stow,OH,90,28.3,medium,3/21/11,3.18,Ohio,41.174256,-81.43744
Wichita,KS,60,28.3,medium,3/21/11,2.12,Kansas,37.693588,-97.359835
Willoughby,OH,105,28.3,high,3/21/11,3.71,Ohio,41.768281,-81.3241585
Woodside,NY,50,3.54,high,3/21/11,14.12,New York,40.742869,-73.90377
Albion,ME,240,28.3,high,3/22/11,8.48,Maine,44.513491,-69.43496
Amsterdam,NY,60,3.54,high,3/22/11,16.95,New York,42.940644,-74.17899
Athens,OH,180,28.3,low,3/22/11,6.36,Ohio,39.322847,-82.09728
Bedford,MA,420,28.3,high,3/22/11,14.84,Massachusetts,42.496679,-71.27504
Biddeford,ME,60,3.54,medium,3/22/11,16.95,Maine,43.469417,-70.4820055
Buffalo,NY,320,28.3,high,3/22/11,11.31,New York,42.8807395,-78.86801
Burlington,VT,20,5,high,3/22/11,4,Vermont,44.442117,-73.082525
Butte,MT,320,28.3,high,3/22/11,11.31,Montana,45.905345,-112.637705
Clearlake,CA,150,5,high,3/22/11,30,California,38.956206,-122.63523
Ellicott City,MD,130,28.3,high,3/22/11,4.59,Maryland,39.254356,-76.86082
Ellington,CT,60,3.54,high,3/22/11,16.95,Connecticut,41.909147,-72.45026
Escondido,CA,30,7.075,medium,3/22/11,4.24,California,33.087868,-117.03049
Fairport,NY,40,3.54,medium,3/22/11,11.3,New York,43.091714,-77.43483
Feasterville Trevose,PA,60,3.54,high,3/22/11,16.95,Pennsylvania,40.148759,-74.98228
Fort Myers,FL,40,5,high,3/22/11,8,Florida,26.566053,-81.87009
Hyannis,MA,700,28.3,high,3/22/11,24.73,Massachusetts,41.654741,-70.2895
Indianapolis,IN,50,5,high,3/22/11,10,Indiana,39.779492,-86.132837
Ithaca,NY,350,28.3,high,3/22/11,12.37,New York,42.4484135,-76.4902765
Kennett Square,PA,400,28.3,high,3/22/11,14.13,Pennsylvania,39.858137,-75.71227
Lake Worth,FL,300,28.3,high,3/22/11,10.6,Florida,26.62042,-80.1558895
Los Angeles,CA,50,3.54,medium,3/22/11,14.12,California,34.001115,-118.298662
Louisville,KY,60,3.54,high,3/22/11,16.95,Kentucky,38.188962,-85.676819
Marshall,MN,170,10,high,3/22/11,17,Minnesota,44.446885,-95.77281
Nassau,NY,350,28.3,medium,3/22/11,12.37,New York,42.5579085,-73.586229
Newport News,VA,40,3.54,medium,3/22/11,11.3,Virginia,37.151315,-76.524805
North Andover,MA,100,5,high,3/22/11,20,Massachusetts,42.683841,-71.11171
North Ridgeville,OH,15,5,medium,3/22/11,3,Ohio,41.389546,-82.0046
Olympia,WA,220,28.3,high,3/22/11,7.77,Washington,47.00581,-122.78376
Orlando,FL,12,5,medium,3/22/11,2.4,Florida,28.5538035,-81.260818
Oxford,MI,40,7.075,medium,3/22/11,5.65,Michigan,42.822025,-83.244265
Oyster Bay,NY,55,3.54,medium,3/22/11,15.54,New York,40.868882,-73.52292
Philadelphia,PA,125,7.075,high,3/22/11,17.67,Pennsylvania,40.001811,-75.12565
Rossford,OH,45,7.075,medium,3/22/11,6.36,Ohio,41.603797,-83.5619
Round Rock,TX,60,3.54,medium,3/22/11,16.95,Texas,30.656817,-97.602552
San Antonio,TX,350,28.3,high,3/22/11,12.37,Texas,29.437532,-98.461582
Spanaway,WA,60,7.075,high,3/22/11,8.48,Washington,47.077796,-122.40517
Tavernier,FL,100,7.075,medium,3/22/11,14.13,Florida,25.006349,-80.53139
Temple,TX,60,28.3,medium,3/22/11,2.12,Texas,31.0702345,-97.37921
Tupelo,MS,120,28.3,medium,3/22/11,4.24,Mississippi,34.2353385,-88.7618885
Ware,MA,50,5,high,3/22/11,10,Massachusetts,42.270611,-72.26067
Buxton,ME,25,3.54,low,3/22/11,7.06,Maine,43.6378583,-70.5189422
Atlanta,GA,50,5,medium,3/23/11,10,Georgia,33.844371,-84.47405
Blythe,CA,15,14.15,high,3/23/11,1.06,California,33.6135115,-114.6357835
Brecksville,OH,50,3.54,high,3/23/11,14.12,Ohio,41.307688,-81.61835
Cedar Falls,IA,40,7.075,high,3/23/11,5.65,Iowa,42.498476,-92.3827825
Chaska,MN,80,5,medium,3/23/11,16,Minnesota,44.809954,-93.6105
Cincinnati,OH,90,28.3,medium,3/23/11,3.18,Ohio,39.166759,-84.53778
Cleveland,OH,125,28.3,medium,3/23/11,4.42,Ohio,41.526151,-81.672797
Columbia,MO,250,28.3,medium,3/23/11,8.83,Missouri,38.926021,-92.29518
Columbia,SC,30,7.075,medium,3/23/11,4.24,South Carolina,34.005992,-80.970766
Erie,PA,100,14.15,medium,3/23/11,7.07,Pennsylvania,42.182748,-80.064915
Festus,MO,60,3.54,medium,3/23/11,16.95,Missouri,38.187767,-90.4077
Frederick,MD,60,3.54,high,3/23/11,16.95,Maryland,39.437639,-77.392139
Gloucester,MA,220,14.15,high,3/23/11,15.55,Massachusetts,42.629729,-70.7773215
Greenville,NC,60,3.54,high,3/23/11,16.95,North Carolina,35.580444,-77.37896
Henderson,NV,50,3.54,high,3/23/11,14.12,Nevada,36,-115.0060305
Irvine,CA,240,28.3,high,3/23/11,8.48,California,33.66985,-117.769442
Lake Worth,FL,300,28.3,high,3/23/11,10.6,Florida,26.62042,-80.1558895
Minot,ND,350,28.3,high,3/23/11,12.37,North Dakota,48.245267,-101.301179
Peoria,IL,65,14.15,high,3/23/11,4.59,Illinois,40.744179,-89.617657
Pittsburgh,PA,340,28.3,high,3/23/11,12.01,Pennsylvania,40.434436,-80.024817
Port Saint Lucie,FL,50,3.54,high,3/23/11,14.12,Florida,27.3020825,-80.389655
Pullman,WA,240,28.3,medium,3/23/11,8.48,Washington,46.838747,-117.644337
Reading,PA,25,5,high,3/23/11,5,Pennsylvania,40.335023,-75.94215
Saint Louis,MO,60,3.54,high,3/23/11,16.95,Missouri,38.6531,-90.253045
Saint Louis,MO,30,7.075,low,3/23/11,4.24,Missouri,38.6531,-90.253045
Saint Paul,MN,20,5,medium,3/23/11,4,Minnesota,44.9984085,-93.105869
Santaquin,UT,300,28.3,high,3/23/11,10.6,Utah,40.03148,-111.85302
Smithtown,NY,60,3.54,high,3/23/11,16.95,New York,40.8878345,-72.922424
Victoria,TX,75,3.54,high,3/23/11,21.19,Texas,28.806417,-97.00715
West Lafayette,IN,60,3.54,high,3/23/11,16.95,Indiana,40.424923,-86.916215
West Hartford,CT,360,28.3,high,3/23/11,12.72,Connecticut,NA,NA
Ashburn,VA,70,5,medium,3/24/11,14,Virginia,39.085309,-77.645224
Austin,TX,300,28.3,high,3/24/11,10.6,Texas,30.326374,-97.771258
Bozeman,MT,20,3.54,medium,3/24/11,5.65,Montana,45.636149,-110.9878
Chelsea,MA,50,3.54,high,3/24/11,14.12,Massachusetts,42.396382,-71.03352
Chula Vista,CA,75,5,medium,3/24/11,15,California,32.6525245,-116.95304
Dallas,TX,100,5,medium,3/24/11,20,Texas,32.767268,-96.777626
Daphne,AL,80,28.3,low,3/24/11,2.83,Alabama,30.620594,-87.88312
Detroit,MI,60,28.3,low,3/24/11,2.12,Michigan,42.239933,-83.150823
East Brunswick,NJ,100,5,medium,3/24/11,20,New Jersey,40.434239,-74.40504
Edison,NJ,65,3.54,medium,3/24/11,18.36,New Jersey,40.520254,-74.39754
Elyria,OH,65,14.15,medium,3/24/11,4.59,Ohio,41.38567,-82.092904
Halifax,MA,220,28.3,medium,3/24/11,7.77,Massachusetts,41.999851,-70.85395
Las Cruces,NM,20,7.075,medium,3/24/11,2.83,New Mexico,32.311253,-106.7881295
Lewis Center,OH,60,3.54,high,3/24/11,16.95,Ohio,40.173636,-82.99675
Livonia,MI,70,3.54,high,3/24/11,19.77,Michigan,42.365936,-83.36299
Los Angeles,CA,50,7.075,medium,3/24/11,7.07,California,34.001115,-118.298662
Manassas,VA,70,5,medium,3/24/11,14,Virginia,38.760983,-77.4631915
Marietta,OH,25,3.54,medium,3/24/11,7.06,Ohio,39.426551,-81.44373
Marquette,MI,120,7.075,high,3/24/11,16.96,Michigan,46.554402,-87.42223
Mesa,AZ,30,28.3,high,3/24/11,1.06,Arizona,33.400127,-111.78594
Mesa,AZ,275,28.3,medium,3/24/11,9.72,Arizona,33.400127,-111.78594
Minneapolis,MN,30,3.54,medium,3/24/11,8.47,Minnesota,45.0050635,-93.33726
Mishawaka,IN,75,14.15,medium,3/24/11,5.3,Indiana,41.681487,-86.16811
Mount Juliet,TN,25,5,high,3/24/11,5,Tennessee,36.1756235,-86.401121
Oneonta,NY,60,3.54,high,3/24/11,16.95,New York,42.469761,-75.05192
Orange Park,FL,100,7.075,high,3/24/11,14.13,Florida,30.133007,-81.77904
Orlando,FL,120,28.3,high,3/24/11,4.24,Florida,28.5538035,-81.260818
Orlando,FL,50,3.54,high,3/24/11,14.12,Florida,28.5538035,-81.260818
Patterson,CA,20,3.54,high,3/24/11,5.65,California,37.477477,-121.14555
Ronkonkoma,NY,330,28.3,high,3/24/11,11.66,New York,40.818826,-73.1187
Sacramento,CA,16,10,high,3/24/11,1.6,California,38.377411,-121.444429
Saint Louis,MO,100,7.075,high,3/24/11,14.13,Missouri,38.6531,-90.253045
San Diego,CA,50,5,high,3/24/11,10,California,32.998855,-117.02431
San Jose,CA,300,28.3,high,3/24/11,10.6,California,37.189396,-121.723568
Terre Haute,IN,85,28.3,low,3/24/11,3,Indiana,39.433602,-87.410094
Tucson,AZ,55,3.54,high,3/24/11,15.54,Arizona,32.170277,-110.96354
Vineland,NJ,40,7.075,medium,3/24/11,5.65,New Jersey,39.464582,-75.01887
Needham Heights,MA,110,7.075,high,3/24/11,15.55,Massachusetts,42.2931469,-71.2319913
Overland Park,KS,95,28.3,medium,3/24/11,3.36,Kansas,38.9822282,-94.6707917
West Hartford,CT,375,28.3,high,3/24/11,13.25,Connecticut,NA,NA
Akron,OH,50,3.54,high,3/25/11,14.12,Ohio,41.0817715,-81.5293345
Alexandria,VA,120,7.075,high,3/25/11,16.96,Virginia,38.813013,-77.08666
Arvada,CO,180,28.3,high,3/25/11,6.36,Colorado,39.81431,-105.12263
Bartow,FL,40,3.54,high,3/25/11,11.3,Florida,27.9252085,-81.8890265
Boulder,CO,250,28.3,high,3/25/11,8.83,Colorado,40.087835,-105.373507
Bronx,NY,25,7.075,medium,3/25/11,3.53,New York,40.844831,-73.883955
Brooklyn,NY,60,3.54,high,3/25/11,16.95,New York,40.645099,-73.945032
Brownsburg,IN,60,3.54,high,3/25/11,16.95,Indiana,39.84952,-86.38739
Chicago,IL,50,14.15,low,3/25/11,3.53,Illinois,41.8474,-87.68732
Chicago,IL,400,28.3,high,3/25/11,14.13,Illinois,41.8474,-87.68732
Colfax,CA,50,5,high,3/25/11,10,California,39.092062,-120.93471
Duluth,GA,350,28.3,high,3/25/11,12.37,Georgia,33.962979,-84.105011
Folsom,CA,300,28.3,high,3/25/11,10.6,California,38.524769,-121.3011295
Frostburg,MD,30,3.54,medium,3/25/11,8.47,Maryland,39.64612,-78.93778
Gadsden,AL,100,5,high,3/25/11,20,Alabama,33.99038,-85.966375
Grand Forks,ND,70,3.54,high,3/25/11,19.77,North Dakota,47.933481,-97.239228
Grand Island,NE,60,3.54,high,3/25/11,16.95,Nebraska,40.916866,-98.38749
Gulfport,MS,300,28.3,high,3/25/11,10.6,Mississippi,30.415795,-89.068448
Houston,TX,25,7.075,high,3/25/11,3.53,Texas,29.83399,-95.434241
Keller,TX,120,7.075,high,3/25/11,16.96,Texas,32.8492295,-97.271042
La Mesa,CA,40,5,medium,3/25/11,8,California,32.900964,-116.929388
Las Vegas,NV,450,28.3,high,3/25/11,15.9,Nevada,36.058295,-115.11821
Martins Ferry,OH,310,28.3,high,3/25/11,10.95,Ohio,40.103877,-80.73327
Morgantown,WV,200,10,high,3/25/11,20,West Virginia,39.635272,-79.95154
Naperville,IL,70,3.54,high,3/25/11,19.77,Illinois,41.779832,-88.137015
Ogden,UT,50,3.54,high,3/25/11,14.12,Utah,41.255285,-111.956721
Oldsmar,FL,25,7.075,low,3/25/11,3.53,Florida,28.042799,-82.67737
Oviedo,FL,50,14.15,medium,3/25/11,3.53,Florida,28.656375,-81.21026
Pacoima,CA,40,3.54,high,3/25/11,11.3,California,33.786594,-118.298662
Palm Coast,FL,150,28.3,medium,3/25/11,5.3,Florida,29.466085,-81.22328
Paso Robles,CA,300,28.3,low,3/25/11,10.6,California,35.652713,-120.6748
Phoenix,AZ,40,14.15,medium,3/25/11,2.83,Arizona,33.3841145,-112.18717
Saint Louis,MO,200,14.15,high,3/25/11,14.13,Missouri,38.6531,-90.253045
Saint Petersburg,FL,250,28.3,high,3/25/11,8.83,Florida,27.8781165,-82.724763
Saint Petersburg,FL,50,3.54,high,3/25/11,14.12,Florida,27.8781165,-82.724763
San Antonio,TX,200,10,medium,3/25/11,20,Texas,29.437532,-98.461582
San Diego,CA,40,28.3,medium,3/25/11,1.41,California,32.998855,-117.02431
San Francisco,CA,120,14.15,high,3/25/11,8.48,California,37.784827,-122.727802
Seattle,WA,280,28.3,high,3/25/11,9.89,Washington,47.543348,-122.30373
Spokane,WA,500,28.3,low,3/25/11,17.67,Washington,47.653568,-117.431742
Staten Island,NY,100,5,high,3/25/11,20,New York,40.602133,-74.145983
Syracuse,NY,40,3.54,high,3/25/11,11.3,New York,43.038099,-76.16406
Tallmadge,OH,150,28.3,medium,3/25/11,5.3,Ohio,41.093156,-81.42692
Troy,MI,420,28.3,high,3/25/11,14.84,Michigan,42.587643,-83.15235
Tuscaloosa,AL,480,28.3,high,3/25/11,16.96,Alabama,33.2721235,-87.51457
Van Nuys,CA,45,3.54,high,3/25/11,12.71,California,33.786594,-118.298662
Asheville,NC,60,3.54,high,3/26/11,16.95,North Carolina,35.599363,-82.528558
Auburndale,MA,170,28.3,medium,3/26/11,6.01,Massachusetts,42.3459895,-71.2452035
Bland,VA,120,7.075,high,3/26/11,16.96,Virginia,37.107412,-81.0571
Boston,MA,350,28.3,high,3/26/11,12.37,Massachusetts,42.338947,-71.026964
Charlotte,NC,50,5,medium,3/26/11,10,North Carolina,35.26002,-80.804151
Cheyenne,WY,50,3.54,medium,3/26/11,14.12,Wyoming,41.3016415,-104.666365
Decatur,GA,80,28.3,medium,3/26/11,2.83,Georgia,33.771705,-84.24743
Deer Park,NY,60,3.54,high,3/26/11,16.95,New York,40.760698,-73.33007
East Lansing,MI,60,7.075,medium,3/26/11,8.48,Michigan,42.724834,-84.4681025
Gainesville,FL,25,7.075,medium,3/26/11,3.53,Florida,29.681312,-82.353862
Hemet,CA,50,28.3,medium,3/26/11,1.77,California,33.7360815,-116.941745
Idaho Falls,ID,240,28.3,high,3/26/11,8.48,Idaho,43.458004,-111.95925
Irving,TX,350,28.3,high,3/26/11,12.37,Texas,32.8147045,-96.938144
Lansing,MI,180,14.15,medium,3/26/11,12.72,Michigan,42.72,-84.555629
Lawrence,MA,55,3.54,high,3/26/11,15.54,Massachusetts,42.699016,-71.161295
Miami,FL,60,5,high,3/26/11,12,Florida,25.7219505,-80.35959
Miami,FL,300,28.3,high,3/26/11,10.6,Florida,25.7219505,-80.35959
Miami,FL,100,14.15,medium,3/26/11,7.07,Florida,25.7219505,-80.35959
Milpitas,CA,250,28.3,high,3/26/11,8.83,California,37.446629,-121.904006
Naperville,IL,425,28.3,high,3/26/11,15.02,Illinois,41.779832,-88.137015
Peoria,IL,120,7.075,high,3/26/11,16.96,Illinois,40.744179,-89.617657
Perham,MN,60,3.54,high,3/26/11,16.95,Minnesota,46.607429,-95.55911
Portland,OR,40,3.54,medium,3/26/11,11.3,Oregon,45.546205,-122.59418
Portland,OR,200,28.3,high,3/26/11,7.07,Oregon,45.546205,-122.59418
Richmond,VA,350,28.3,high,3/26/11,12.37,Virginia,37.524246,-77.493157
Rome,GA,120,28.3,medium,3/26/11,4.24,Georgia,34.290508,-85.233721
Saint Johnsbury,VT,45,3.54,high,3/26/11,12.71,Vermont,44.412413,-72.00996
Saint Paul,MN,350,28.3,high,3/26/11,12.37,Minnesota,44.9984085,-93.105869
Smithfield,NC,70,5,high,3/26/11,14,North Carolina,35.506459,-78.34446
Troy,NY,400,28.3,high,3/26/11,14.13,New York,42.738678,-73.66465
Westminster,CO,35,3.54,high,3/26/11,9.89,Colorado,39.830936,-105.03736
Yuma,AZ,300,28.3,high,3/26/11,10.6,Arizona,32.700018,-114.52671
Lenexa,KS,400,28.3,high,3/26/11,14.13,Kansas,38.9536174,-94.7335709
Akron,OH,900,28.3,high,3/27/11,31.8,Ohio,41.0817715,-81.5293345
Anderson,SC,360,28.3,high,3/27/11,12.72,South Carolina,34.4850635,-82.728235
Belmar,NJ,65,3.54,medium,3/27/11,18.36,New Jersey,40.2390375,-74.14811
Big Sur,CA,65,14.15,medium,3/27/11,4.59,California,36.133401,-121.63798
Bolingbrook,IL,60,3.54,high,3/27/11,16.95,Illinois,41.6939245,-88.108325
Brooklyn,NY,130,28.3,low,3/27/11,4.59,New York,40.645099,-73.945032
Carbondale,IL,15,5,low,3/27/11,3,Illinois,37.758646,-89.415831
Chattanooga,TN,140,7.075,high,3/27/11,19.79,Tennessee,35.046173,-85.25014
Chula Vista,CA,10,3.54,low,3/27/11,2.82,California,32.6525245,-116.95304
Costa Mesa,CA,60,3.54,medium,3/27/11,16.95,California,33.647028,-117.90863
Edgewater,MD,100,5,high,3/27/11,20,Maryland,38.921763,-76.5373
Elizabeth,NJ,100,28.3,medium,3/27/11,3.53,New Jersey,40.665651,-74.21692
Fort Bragg,CA,95,28.3,high,3/27/11,3.36,California,39.43695,-123.76087
Fredericksburg,VA,75,14.15,medium,3/27/11,5.3,Virginia,38.299613,-77.489666
Henniker,NH,250,14.15,high,3/27/11,17.67,New Hampshire,43.173469,-71.81722
Hilliard,OH,160,28.3,low,3/27/11,5.65,Ohio,40.021665,-83.14762
Hinckley,IL,50,5,medium,3/27/11,10,Illinois,41.776884,-88.64655
Hollywood,FL,50,3.54,high,3/27/11,14.12,Florida,26.016984,-80.23851
Knoxville,TN,60,3.54,high,3/27/11,16.95,Tennessee,35.988528,-83.96218
Lees Summit,MO,50,3.54,high,3/27/11,14.12,Missouri,38.913857,-94.38
Lexington,KY,400,28.3,high,3/27/11,14.13,Kentucky,38.028269,-84.471505
Los Angeles,CA,100,28.3,high,3/27/11,3.53,California,34.001115,-118.298662
Louisville,KY,120,28.3,low,3/27/11,4.24,Kentucky,38.188962,-85.676819
Madison,WI,320,28.3,medium,3/27/11,11.31,Wisconsin,43.06956,-89.423861
